iter	MultiClass
139	0.06529103893
140	0.06496199908
141	0.06451376416
142	0.06416992737
143	0.06376717852
144	0.06342408197
145	0.06276538078
146	0.06252510362
147	0.06204676088
148	0.06171776725
149	0.06144312923
150	0.06107396869
151	0.0606776843
152	0.06014889341
153	0.0598354436
154	0.05959714706
155	0.05922028952
156	0.05889341671
157	0.05849058936
158	0.05817593075
159	0.05796993578
160	0.05764031987
161	0.05732189454
162	0.05703326306
163	0.05668492742
164	0.05644745959
165	0.05619397119
166	0.05588310949
167	0.05546457292
168	0.05520239238
169	0.05496431462
170	0.05461920463
171	0.05424873495
172	0.05399441189
173	0.05374475661
174	0.05349118585
175	0.05327085984
176	0.05300032593
177	0.05267501065
178	0.05244600261
179	0.05226443578
180	0.05176381798
181	0.05160852941
182	0.05141838195
183	0.05113674031
184	0.05087613485
185	0.05059152948
186	0.05019816689
187	0.0498762781
188	0.04956770384
189	0.04928300698
190	0.0490631086
191	0.04889555493
192	0.04869148841
193	0.04841888125
194	0.04825855225
195	0.04805638231
196	0.04785639731
197	0.04773153541
198	0.04744790054
199	0.04731525762
200	0.04711511745
201	0.04685877694
202	0.04664074983
203	0.04646650048
204	0.04607871217
205	0.04592420341
206	0.04578047453
207	0.04558591807
208	0.04547036932
209	0.04529575924
210	0.04509055364
211	0.04495764727
212	0.04483140903
213	0.04463332706
214	0.04447987793
215	0.0442758085
216	0.04399285843
217	0.04383458301
218	0.04364385779
219	0.04337573601
220	0.04324051505
221	0.04311239625
222	0.04300258694
223	0.04291019213
224	0.04283617733
225	0.04269111491
226	0.04243343077
227	0.04227209346
228	0.04211659554
229	0.04197870429
230	0.04184154831
231	0.04167788629
232	0.041474774
233	0.04135829404
234	0.04113710757
235	0.040956623
236	0.04073323266
237	0.04062497825
238	0.04046888208
239	0.04032238836
240	0.04021619674
241	0.03999220044
242	0.03987729509
243	0.03980127812
244	0.03968394831
245	0.03959373819
246	0.03951133016
247	0.03936060364
248	0.03923920014
249	0.0390919826
250	0.03900203983
251	0.03884379869
252	0.0386734572
253	0.03853785423
254	0.03842532922
255	0.03833260477
256	0.03825306429
257	0.03818677146
258	0.03810555819
259	0.03797091769
260	0.03785979763
261	0.03773557908
262	0.03763410412
263	0.03753465994
264	0.03745636172
265	0.0373314539
266	0.03723412399
267	0.03710789637
268	0.03703406221
269	0.03688913511
270	0.03676577034
271	0.03669242692
272	0.03654770007
273	0.03639198507
274	0.03626309113
275	0.03609069845
276	0.03600801927
277	0.03594678068
278	0.03589100442
279	0.03579255112
280	0.0356576017
281	0.03556027377
282	0.03544780469
283	0.03533988954
284	0.03525727122
285	0.03518246227
286	0.03506756147
287	0.03498359875
288	0.03488681469
289	0.03480846251
290	0.03472265906
291	0.03466909995
292	0.03456326084
293	0.0345097949
294	0.03440785458
295	0.03430995452
296	0.03419570677
297	0.03412741723
298	0.03406391406
299	0.03394611003
300	0.03380036426
301	0.03370908295
302	0.03359109723
303	0.03350166401
304	0.03336636019
305	0.03329439047
306	0.03317505956
307	0.03308266494
308	0.03304833013
309	0.03298461282
310	0.03290972259
311	0.03281389382
312	0.03272087803
313	0.03263123222
314	0.03254382725
315	0.03246679463
316	0.03239285119
317	0.03223767126
318	0.03218311673
319	0.03208882129
320	0.03203552851
321	0.0319908834
322	0.0319472096
323	0.03184357705
324	0.03173969372
325	0.03164373802
326	0.03157347108
327	0.03149235939
328	0.03144673429
329	0.0314139738
330	0.03137586334
331	0.03131197333
332	0.03122131628
333	0.03116263252
334	0.03110483218
335	0.0310250696
336	0.0309473888
337	0.03083060312
338	0.03077426595
339	0.03071291543
340	0.03066707023
341	0.03055917815
342	0.03048627372
343	0.03041585195
344	0.03035839246
345	0.03026324916
346	0.03018657232
347	0.03006950133
348	0.03001384752
349	0.02996668703
350	0.02991774835
351	0.029848553
352	0.02980350194
353	0.02971706187
354	0.0296412327
355	0.02959831909
356	0.0295557583
357	0.02952612166
358	0.02944159145
359	0.02939774787
360	0.02935589566
361	0.02930099747
362	0.02925256542
363	0.02920778332
364	0.02914744184
365	0.02909410465
366	0.02906289356
367	0.02899568583
368	0.02892691891
369	0.02887953296
370	0.02885241593
371	0.0288114862
372	0.02871706086
373	0.02868124285
374	0.02865612054
375	0.02861327644
376	0.02853148441
377	0.02848259411
378	0.02845740516
379	0.02841682714
380	0.02834256243
381	0.02829810938
382	0.02824696536
383	0.02820284575
384	0.02813205107
385	0.02809551623
386	0.02806044694
387	0.02802995201
388	0.02800189152
389	0.02796923164
390	0.02794019403
391	0.02791556703
392	0.02784080512
393	0.02780519704
394	0.02774779557
395	0.02772530489
396	0.02768749224
397	0.02763917809
398	0.02748801377
399	0.02743922507
400	0.02740683859
401	0.0273498195
402	0.02728828504
403	0.02726369377
404	0.0272245676
405	0.02715583922
406	0.02711689658
407	0.02707585133
408	0.02701098632
409	0.02697119535
410	0.0269191158
411	0.02689490859
412	0.02685328219
413	0.02682502478
414	0.02679617586
415	0.02671961424
416	0.0266854822
417	0.02664319735
418	0.02661721219
419	0.02658189611
420	0.02652619365
421	0.02647327604
422	0.02640997632
423	0.0263440413
424	0.02631573091
425	0.02628701206
426	0.02625518434
427	0.02621628765
428	0.02617277419
429	0.02610448401
430	0.02607282645
431	0.02603237186
432	0.02599984998
433	0.0259702096
434	0.02594507103
435	0.02591700426
436	0.02584204305
437	0.02581205207
438	0.0257626428
439	0.02574120908
440	0.02570527555
441	0.02567001282
442	0.02564296058
443	0.02559935275
444	0.02555779466
445	0.02552161882
446	0.02547463321
447	0.02543714835
448	0.02540747814
449	0.02536257316
450	0.02533985711
451	0.02528263446
452	0.02523120196
453	0.02519304614
454	0.02516450007
455	0.02513955056
456	0.02508980638
457	0.02504848592
458	0.02502998289
459	0.02501269718
460	0.02497541748
461	0.02492236833
462	0.02488784817
463	0.02484502951
464	0.02479868483
465	0.02475213448
466	0.02472812188
467	0.02468615536
468	0.02462316925
469	0.02460221671
470	0.02457255216
471	0.0245418157
472	0.02451408857
473	0.02447529189
474	0.02444028491
475	0.024397833
476	0.02434424867
477	0.02431515957
478	0.02428720324
479	0.0242411828
480	0.02422259438
481	0.02418364394
482	0.02416324093
483	0.02413349123
484	0.02408229155
485	0.02404018275
486	0.02400608121
487	0.02399065218
488	0.02396263475
489	0.02395088654
490	0.02393185812
491	0.02390467497
492	0.02388482472
493	0.02386436659
494	0.02384037028
495	0.02380898721
496	0.02376250236
497	0.02373038584
498	0.02368899769
499	0.02365881444
500	0.02362484856
501	0.02360366363
502	0.02357752886
503	0.02355756083
504	0.02348670972
505	0.02346613083
506	0.023441755
507	0.02340511748
508	0.02338233834
509	0.02334450226
510	0.02332972546
511	0.02329991833
512	0.02324278565
513	0.02320076421
514	0.02315876312
515	0.0231285015
516	0.02310223396
517	0.02307562361
518	0.02304875815
519	0.02301131977
520	0.0229559912
521	0.0229038689
522	0.02285546719
523	0.02282244314
524	0.0228011979
525	0.02277955934
526	0.02274306508
527	0.02271910603
528	0.02268526257
529	0.02265300619
530	0.02261137532
531	0.02258871078
532	0.02251825835
533	0.02248998628
534	0.02246475418
535	0.02243566024
536	0.02242213569
537	0.02240252935
538	0.02236589997
539	0.02233679776
540	0.02227323325
541	0.02223981677
542	0.02221489572
543	0.02216564108
544	0.02214916099
545	0.022113122
546	0.02208725815
547	0.02207527113
548	0.02205897316
549	0.02204138205
550	0.02201921832
551	0.0219826455
552	0.02196409757
553	0.02193662975
554	0.02191237051
555	0.02189173019
556	0.02186741929
557	0.0218479798
558	0.0218368577
559	0.02182004987
560	0.02180461342
561	0.02179663492
562	0.02177126247
563	0.02175144368
564	0.0217296549
565	0.02171499676
566	0.02168778238
567	0.02167649979
568	0.0216435084
569	0.02159747208
570	0.02159040948
571	0.02156982575
572	0.02155204927
573	0.02153132336
574	0.02151202879
575	0.02148851737
576	0.02146033863
577	0.0214432582
578	0.02142286834
579	0.02140110378
580	0.02138505905
581	0.02136601822
582	0.02134839604
583	0.02132522702
584	0.02130208965
585	0.02127886442
586	0.02122400167
587	0.02119726366
588	0.02117804952
589	0.02114769551
590	0.02113324403
591	0.02111540379
592	0.021093646
593	0.02108004151
594	0.0210482587
595	0.02102901343
596	0.02100329637
597	0.02096231151
598	0.02093857243
599	0.0209230479
600	0.0209025911
601	0.02089127701
602	0.02087158277
603	0.02084700099
604	0.02082537514
605	0.02080417914
606	0.02078665415
607	0.02075190022
608	0.02072972466
609	0.02070345172
610	0.02069127928
611	0.02067251723
612	0.0206581293
613	0.02063018586
614	0.02060832612
615	0.02058271561
616	0.02056573561
617	0.02054459352
618	0.02053139752
619	0.02051959989
620	0.02049709112
621	0.02048255663
622	0.02044580262
623	0.02043402183
624	0.0204218139
625	0.02039582271
626	0.02037081899
627	0.02034099384
628	0.02032991419
629	0.02030996782
630	0.02029006248
631	0.02027594982
632	0.02025533067
633	0.02023943832
634	0.02022457137
635	0.02020910472
636	0.02018919935
637	0.02018043818
638	0.02015385854
639	0.02010380328
640	0.02008413124
641	0.02005503163
642	0.0200423792
643	0.02002274401
644	0.02000537889
645	0.01998117521
646	0.01996940584
647	0.01995902211
648	0.0199241199
649	0.01990055274
650	0.01988244987
651	0.01987471261
652	0.01984834782
653	0.01983240836
654	0.01980973762
655	0.01977815295
656	0.01976171449
657	0.01974053014
658	0.01969660827
659	0.01968712808
660	0.01966791042
661	0.01964918221
662	0.01961095789
663	0.01959114568
664	0.01957954081
665	0.01956769802
666	0.01955432995
667	0.01951553073
668	0.01950667522
669	0.01948024668
670	0.01946686575
671	0.01945810446
672	0.01944817352
673	0.01944065285
674	0.01941802738
675	0.0194000488
676	0.01938784995
677	0.01936605429
678	0.01935657402
679	0.01934555175
680	0.0193308151
681	0.01930964773
682	0.01927925354
683	0.01926278727
684	0.0192498104
685	0.01923450156
686	0.01922167749
687	0.01920053373
688	0.0191889566
689	0.01917309027
690	0.01915671138
691	0.01914144408
692	0.01912980982
693	0.01910571398
694	0.0190924447
695	0.01907445089
696	0.019060631
697	0.0190460621
698	0.01902126169
699	0.0190042683
700	0.01899544493
701	0.01898558821
702	0.01897190578
703	0.01895623349
704	0.01894530426
705	0.01893241798
706	0.01891845459
707	0.01889506949
708	0.01887017384
709	0.01885342537
710	0.01883548913
711	0.01881815279
712	0.01881207248
713	0.01878945375
714	0.01877610703
715	0.01875619372
716	0.01873980847
717	0.01872884799
718	0.01871459223
719	0.01869918103
720	0.01868209779
721	0.01866865094
722	0.0186560265
723	0.01864540753
724	0.01863151778
725	0.01862259446
726	0.01860597181
727	0.01858994449
728	0.0185834172
729	0.01857437846
730	0.01856043765
731	0.01854579487
732	0.01852934738
733	0.0185146265
734	0.01849132425
735	0.01846968976
736	0.01845514999
737	0.01844326307
738	0.0184285484
739	0.01840220126
740	0.018392033
741	0.01837075781
742	0.01835652394
743	0.01834283866
744	0.0183283476
745	0.01831157132
746	0.01829358205
747	0.01828449898
748	0.01827665642
749	0.01825586373
750	0.01824597397
751	0.01822081689
752	0.01820524234
753	0.0181946422
754	0.01818488899
755	0.01816435726
756	0.01815306307
757	0.01813775377
758	0.01813297572
759	0.01811932843
760	0.01810466096
761	0.01808868364
762	0.01807287643
763	0.01806469977
764	0.01805008347
765	0.01803307806
766	0.01801709315
767	0.01800757497
768	0.01799834498
769	0.01798637486
770	0.01796743963
771	0.01795305907
772	0.01794214337
773	0.01791642673
774	0.01790849171
775	0.01790192173
776	0.01788134577
777	0.01787639861
778	0.0178588102
779	0.01783748023
780	0.01782311758
781	0.01781442883
782	0.0178052048
783	0.01775045998
784	0.01773686538
785	0.0177306989
786	0.01772255827
787	0.0177105817
788	0.01769849136
789	0.01768882229
790	0.01767878166
791	0.01766894012
792	0.01766185136
793	0.01765108401
794	0.01763867868
795	0.01763369008
796	0.01761666345
797	0.01760551253
798	0.01758734272
799	0.017564808
800	0.01755118591
801	0.01753628284
802	0.01751413152
803	0.01750553561
804	0.01749896103
805	0.01749278224
806	0.01747701159
807	0.01746528131
808	0.01745770542
809	0.01744450129
810	0.01743765008
811	0.01742710121
812	0.01742069011
813	0.0173873667
814	0.01737632723
815	0.01735183955
816	0.01734471983
817	0.01732871025
818	0.01731920317
819	0.01731047397
820	0.01729182187
821	0.01728393248
822	0.01726837515
823	0.01726212593
824	0.01723425487
825	0.01722402168
826	0.0172112663
827	0.01720137472
828	0.0171908803
829	0.01717780132
830	0.01716074013
831	0.01714434803
832	0.01713307734
833	0.01712788508
834	0.01710714453
835	0.01709119654
836	0.01708174339
837	0.01707198226
838	0.01706403344
839	0.01705291165
840	0.01704074327
841	0.01702605685
842	0.01701354616
843	0.01700442576
844	0.01699616956
845	0.01698454221
846	0.0169689996
847	0.0169633105
848	0.01695555596
849	0.01694960441
850	0.01693576377
851	0.01692619525
852	0.01691952339
853	0.01690992535
854	0.01689836396
855	0.01688349669
856	0.01687499706
857	0.01685388414
858	0.01684701397
859	0.01683214749
860	0.01681919268
861	0.01680885999
862	0.01679738777
863	0.0167890381
864	0.01677555757
865	0.01676361935
866	0.01674534496
867	0.01673529583
868	0.01672981987
869	0.01672149904
870	0.01671004283
871	0.01670395779
872	0.0166924112
873	0.01668570078
874	0.01667861626
875	0.01667177027
876	0.01665260977
877	0.01663804527
878	0.01662034919
879	0.01661311543
880	0.01660876132
881	0.01660362574
882	0.01659596177
883	0.0165902765
884	0.01658285323
885	0.01657154638
886	0.0165613117
887	0.0165538482
888	0.01654412331
889	0.01653221964
890	0.01652571412
891	0.01650632319
892	0.01649598537
893	0.01648397966
894	0.01647757168
895	0.01646766212
896	0.01644959955
897	0.01644146703
898	0.01642963362
899	0.01642226686
900	0.0164149308
901	0.01640886453
902	0.01639957047
903	0.01639056068
904	0.01638010385
905	0.01637119982
906	0.01635245009
907	0.01634122656
908	0.01633126128
909	0.01632696666
910	0.0163162652
911	0.01630763979
912	0.01630144396
913	0.01629027583
914	0.01628313558
915	0.01627544438
916	0.01626568047
917	0.01625487124
918	0.01624205141
919	0.01622388
920	0.0162188042
921	0.01620342481
922	0.01619555948
923	0.01619063372
924	0.01618646497
925	0.01617699709
926	0.01616823627
927	0.01616079588
928	0.01615272466
929	0.0161415508
930	0.01612138749
931	0.01610735838
932	0.01609272733
933	0.01608096846
934	0.01607505101
935	0.01605062532
936	0.01604576231
937	0.01603337147
938	0.01602555781
939	0.01602110389
940	0.01600928073
941	0.01599559957
942	0.0159808491
943	0.01597079179
944	0.0159581137
945	0.01595100363
946	0.01593373199
947	0.01592535602
948	0.01591764348
949	0.01590544678
950	0.01589740551
951	0.01588845774
952	0.01588051498
953	0.01586575806
954	0.01585443416
955	0.01585003853
956	0.01584250192
957	0.01583870753
958	0.0158316621
959	0.01582012455
960	0.01580768315
961	0.0158020498
962	0.01579250899
963	0.01578769174
964	0.01577829252
965	0.0157669863
966	0.01576313743
967	0.01575846669
968	0.01574734056
969	0.01572864274
970	0.01571476343
971	0.01570870958
972	0.01570439099
973	0.01569425087
974	0.01569019276
975	0.01568254843
976	0.01566405236
977	0.01565759619
978	0.01564731972
979	0.01563535743
980	0.01562561604
981	0.01561844286
982	0.01560323599
983	0.01559280041
984	0.01558517463
985	0.01557371766
986	0.01555830101
987	0.01555275234
988	0.01554385488
989	0.01553928303
990	0.01552963245
991	0.0155158866
992	0.01551212649
993	0.01550608298
994	0.01549390254
995	0.0154860764
996	0.0154751058
997	0.01545728164
998	0.01544391166
999	0.01542712333
